"Open Box: ASUS ROG Zephyrus GX501VI-XS74 15.6"" FHD 120 Hz Ultra-portable Intel Core i7 7th Gen 7700HQ 2.8 GHz GeForce GTX 1080 VR Ready 8 GB GDDR5X 512 GB PCIe SSD 16 GB DDR4 Memory Windows 10 Pro Gaming Laptop",Model #: GX501VI-XS74,"$2,299.00"
"Open Box: MSI GT75VR TITAN SLI 4K-028 17.3"" 4K/UHD IPS Intel Core i7 7th Gen 7820HK (2.90 GHz) NVIDIA GeForce GTX 1070 SLI 32 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GT75VR TITAN SLI 4K-028,"$2,949.00"
"Open Box: MSI GL62VR-NE1060 15.6"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 VR Ready 16 GB Memory 512 GB M.2 SATA SSD Windows 10 Home 64-Bit Gaming Laptop -- ONLY @ NEWEGG",Model #: GL62VR-NE1060,"$1,020.00"
"Open Box: ASUS FX503VM 15.6"" FHD Powerful Gaming Laptop, Intel Core i7-7700HQ Quad-Core 2.8 GHz Processor, GeForce GTX 1060, 128 GB SSD + 1 TB HDD, 16 GB DDR4, Windows 10 Home",Model #: FX503VM-EH73,"$1,049.00"
"Open Box: ASUS GL703VM-NH74 17.3"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop -- ONLY @ NEWEGG",Model #: GL703VM-NH74,"$1,199.00"
"Open Box: Aorus X3 Plus r7-KL3K4 13.9"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 512 GB SSD Windows 10 Home 64-Bit Gaming Laptop",Model #: X3 Plus r7-KL3K4,"$1,440.00"
"Open Box: Aorus X7 v7-KL4K4D 17.3"" UHD IPS G-SYNC Intel Core i7 7th Gen 7820HK (2.90 GHz) NVIDIA GeForce GTX 1070  8GB*2 Memory 512GB M.2 PCIe SSD HDD 1TB  Windows 10 Thunderbolt 3.0 RGB keyboard with per key b",Model #: X7 v7-KL4K4D,"$2,240.00"
"Open Box: ASUS Zenbook UX510UX-NH74 15.6"" Intel Core i7 7th Gen 7500U (2.70 GHz) NVIDIA GeForce GTX 950M 8 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: UX510UX-NH74,$749.00
"Open Box: MSI GS Series GS43VR PHANTOM PRO-210 14.0"" IPS Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 VR Ready 32 GB Memory 512 GB M.2 SATA SSD 1 TB HDD Windows 10 Pro 64-Bit Gaming Laptop",Model #: GS43VR PHANTOM PRO-210,"$1,599.00"
"Open Box: GIGABYTE P55Wv5-SL3 15.6"" Intel Core i7 6th Gen 6700HQ (2.60 GHz) NVIDIA GeForce GTX 970M 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home Laptop",Model #: P55Wv5-SL3,"$1,169.00"
"Open Box: MSI GT63 TITAN-047 15.6"" 120 Hz Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 256 GB NVMe SSD 1 TB HDD Windows 10 Pro 64-Bit Gaming Laptop",Model #: GT63 TITAN-047,"$1,849.00"
"Open Box: MSI GS63 STEALTH-062 15.6"" IPS Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 16 GB Memory 512 GB M.2 SATA SSD 1 TB HDD Windows 10 Pro 64-Bit Gaming Laptop",Model #: GS63 STEALTH-062,"$1,170.00"
"Open Box: GIGABYTE P55 P55Wv7-KL3 15.6"" FHD IPS 7th Gen Intel Core i7  7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: P55Wv7-KL3,"$1,305.00"
"Open Box: DELL G3579-5965BLK 15.6"" IPS Intel Core i5 8th Gen 8300H (2.30 GHz) NVIDIA GeForce GTX 1050 8 GB Memory 256 GB SSD Windows 10 Home 64-Bit Gaming Laptop",Model #: G3579-5965BLK,$699.99
"Open Box: MSI GP72MX Leopard Pro-1213 17.3"" 120 Hz Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 Ti 16 GB Memory 256 GB NVMe SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GP72MX Leopard Pro-1213,"$1,062.00"
"Open Box: MSI GT75VR TITAN-083 17.3"" 120 Hz Intel Core i7 7th Gen 7820HK (2.90 GHz) NVIDIA GeForce GTX 1070 64 GB Memory 512 GB SSD 1 TB HDD Windows 10 Pro 64-Bit Gaming Laptop",Model #: GT75VR TITAN-083,"$2,612.00"
"Open Box: MSI GS Series GS63VR STEALTH PRO-002 15.6"" 120 Hz Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX Max-Q 1070 VR Ready 32 GB Memory 512 GB SSD 1 TB HDD Windows 10 Pro 64-Bit Gaming Laptop",Model #: GS63VR STEALTH PRO-002,"$2,019.00"
"Open Box: Aorus X5 MD-KL4K3M 15.6"" 4K UHD G-SYNC Gaming Laptop Intel Core i7 7th Gen 7820HK (2.90 GHz) NVIDIA GeForce Max-Q GTX 1080 1 TB HDD 256 GB PCIe NVMe SSD 32 GB Memory Windows 10 Home 64-Bit RGB Backlit",Model #: X5 MD-KL4K3M,"$2,899.00"
"Open Box: MSI GT75 TITAN-093 17.3"" 120 Hz Intel Core i9 8th Gen 8950HK (2.90 GHz) NVIDIA GeForce GTX 1080 32 GB Memory 512 GB NVMe SSD 1 TB HDD Windows 10 Pro 64-Bit Gaming Laptop",Model #: GT75 TITAN-093,"$3,315.00"
"Open Box: ASUS UX550VE-DB71T 15.6"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 Ti 16 GB Memory 512 GB SSD Windows 10 Home 64-Bit Gaming Laptop",Model #: UX550VE,"$1,350.00"
"Open Box: MSI GP63 Leopard-041 15.6"" IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1050 Ti 16 GB Memory 128 GB M.2 SATA SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GP63 Leopard-041,"$1,170.00"
"Open Box: Aorus X7 DT v8-CL4D 17.3"" FHD 144 Hz IPS G-SYNC Intel Core i7-8850H NVIDIA GeForce GTX 1080 16 GB (8 GB x 2) Memory 512 GB NVMe PCIe SSD 1 TB HDD Windows 10 64-Bit",Model #: X7 DT v8-CL4D,"$2,699.00"
"Open Box: ASUS GL503VD-DB74 15.6"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GL503VD-DB74,"$1,299.00"
"Open Box: Acer PT715-51-761M 15.6"" IPS Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 512 GB SSD Windows 10 Home 64-Bit Gaming Laptop",Model #: PT715-51-761M,"$1,599.99"
"Open Box: Acer PT715-51-761M 15.6"" IPS Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 512 GB SSD Windows 10 Home 64-Bit Gaming Laptop",Model #: PT715-51-761M,"$1,599.99"
"Open Box: MSI GP62X Leopard Pro-1045 15.6"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 Ti 16 GB Memory 128 GB NVMe SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GP62X Leopard Pro-1045,"$1,170.00"
"Open Box: Aorus X5 v7-KL4K3D 15.6"" UHD IPS G-SYNC Intel Core i7 7th Gen 7820HK (2.90 GHz) GeForce GTX 1070 8 GB GDDR5 16 GB DDR4 2400 Memory 256 GB M.2 PCIe SSD 1 TB HDD Windows 10 AORUS RGB Fusion Keyboard",Model #: X5 v7-KL4K3D,"$2,151.00"
"Open Box: MSI GL63 8RD-067 15.6"" IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1050 Ti 16 GB Memory 128 GB M.2 SATA SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GL63 8RD-067,"$1,053.00"
"Open Box: MSI GT72 Dominator Pro G-1666 17.3"" Intel Core i7 5th Gen 5700HQ (2.70 GHz) NVIDIA GeForce GTX 980M 16 GB Memory 128 GB M.2 SATA SSD 1 TB HDD Windows 8.1 Gaming Laptop",Model #: GT72 Dominator Pro G-1666,"$1,162.53"
"Open Box: MSI GT72S DOMINATOR PRO G-041 17.3"" IPS Intel Core i7 6th Gen 6920HQ (2.90 GHz) NVIDIA GeForce GTX 980 32 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GT72S DOMINATOR PRO G-041,"$2,005.99"
"Open Box: MSI GS63VR Stealth Pro-001 15.6"" Intel Core i7 6th Gen 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GS63VR Stealth Pro-001,$989.99
"Dell SBR13 15.6"" Laptop i5-8250U 8GB 1TB HDD Windows OS",Model #: SBR13,$620.90
"Acer Predator 17 G9-793-73MB Gaming Laptop GTX 1060 6 GB i7-7700HQ 17.3"" Full HD G-SYNC, 16GB DDR4, 1TB HDD, 256GB SSD, Windows 10 Home",Model #: G9-793-73MB,"$1,199.00"
"HP 15-dc0010nr 15.6"" IPS i5-8300H GTX 1050 Ti 12 GB Memory 1 TB HDD 128 GB SSD Windows 10 Home 64-Bit Gaming Laptop",Model #: 15-dc0010nr,$983.99
"Refurbished: MSI GE62VR Apache Pro-606 15.6"" IPS Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GE62VR Apache Pro-606,"$1,169.99"
"Refurbished: MSI GP72MX Leopard-1214 17.3"" 120 Hz Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 16 GB Memory 128 GB NVMe SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GP72MX Leopard-1214,$989.97
"Refurbished: MSI GE62MVR Apache Pro-003 15.6"" IPS Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GE62MVR Apache Pro-003,"$1,449.99"
"Refurbished: MSI GL62M 7RD-1407 15.6"" IPS Intel Core i5 7th Gen 7300HQ (2.50 GHz) NVIDIA GeForce GTX 1050 8 GB Memory 256 GB SSD Windows 10 Home 64-Bit Gaming Laptop",Model #: GL62M 7RD-1407,$674.99
"Refurbished: MSI GP72 Leopard Pro-402 17.3"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 Ti 8 GB Memory 256 GB SSD Windows 10 Home 64-Bit Gaming Laptop",Model #: GP72 Leopard Pro-402,$959.99
"Refurbished: MSI GL62M 7RDX-1408 15.6"" IPS Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 8 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GL62M 7RDX-1408,$752.37
"Refurbished: MSI GS63 Stealth-060 15.6"" IPS Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 16 GB Memory 256 GB M.2 SATA SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GS63 Stealth-060,$996.34
"Refurbished: MSI GE73VR Raider-045 17.3"" 120 Hz Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 256 GB M.2 SATA SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GE73VR Raider-045,"$1,639.99"
"Refurbished: MSI GS63VR Stealth Pro-422 15.6"" Intel Core i7 6th Gen 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GS63VR Stealth Pro-422,$989.97
"Refurbished: MSI GS63VR Stealth Pro-078 15.6"" 120 Hz Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 256 GB M.2 SATA SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",Model #: GS63VR Stealth Pro-078,"$1,899.99"
