"Lenovo 20KS003LUS Thinkpad E580 20Ks - Core I7 8550U / 1.8 Ghz - Win 10 Pro 64-Bit - 8 Gb Ram - 500 Gb Hdd - 15.6 Inch Ips 1920 X 1080 (Full Hd) - Uhd Graphics 620 - Wi-Fi, Bluetooth - Black",Model #: 20KS003LUS,$845.39
"HP Laptop ProBook 645 G4 (4LB42UT#ABA) AMD Ryzen 7 2700U (2.20 GHz) 8 GB Memory 256 GB PCIe NVMe SSD AMD Radeon RX Vega 10 14.0"" Windows 10 Pro 64-Bit",Model #: 645 G4 (4LB42UT#ABA),"$1,049.00"
"HP Laptop 250 G6 (1NW57UT#ABA) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-Bit",Model #: 250 G6 (1NW57UT#ABA),$686.01
"DELL Laptop Latitude 7490 (JHDTM) Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 14.1"" Windows 10 Pro 64-bit English, French, Spanish",Model #: 7490 (JHDTM),"$1,270.54"
"HP Laptop EliteBook 1040 G4 Intel Core i5 7th Gen 7300U (2.60 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 14.0"" Touchscreen Windows 10 Pro 64-Bit",Model #: 1040 G4,"$1,671.22"
"HP Laptop ProBook 450 G5 (2TA30UT#ABA) Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB PCIe NVMe SSD Intel UHD Graphics 620 15.6"" Touchscreen Windows 10 Pro 64-Bit",Model #: 2TA30UT#ABA,$849.01
"Acer Laptop TravelMate TMP446-M-77QP Intel Core i7 5th Gen 5500U (2.40 GHz) 8 GB Memory 500 GB HDD Intel HD Graphics 5500 14"" 1366 x 768 Windows 7 Professional 64-Bit (Downgrade From Windows 10 Pro)",Model #: TMP446-M-77QP,$524.61
"HP Laptop EliteBook 840 G5 (3WD98UT#ABA) Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB PCIe NVMe SSD Intel UHD Graphics 620 14.0"" 4K/UHD Windows 10 Pro 64-Bit",Model #: 840 G5 (3WD98UT#ABA),"$1,345.41"
"HP Laptop ProBook 430 G5 (2SF29UT#ABA) Intel Core i5 8th Gen 8250U (1.60 GHz) 4 GB Memory 500 GB HDD Intel UHD Graphics 620 13.3"" Windows 10 Pro 64-Bit",Model #: 430 G5 (2SF29UT#ABA),$739.00
"HP EliteBook 735 G5 13.3"" Touchscreen LCD Notebook - AMD Ryzen 7 2700U Quad-core (4 Core) 2.20 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro (English) - 1920 x 1080 - In-plane Switching (IP",Model #: 4HZ58UT#ABA,"$1,356.99"
"ThinkPad Laptop P Series P70 (20ER002KUS) Intel Core i7 6th Gen 6700HQ (2.60 GHz) 16 GB DDR4 Memory 500 GB HDD NVIDIA Quadro M600M 17.3"" Windows 7 Professional 64-Bit / Windows 10 Pro Downgrade",Model #: P70 (20ER002KUS),"$2,073.99"
"HP Laptop ZBook Studio X360 G5 Intel Core i5 8300H (2.30 GHz) 8 GB Memory 256 GB SSD 15.6"" Windows 10 Pro",Model #: Studio X360 G5,"$1,791.99"
"HP Laptop ZBook Studio G3 (T6E84UT#ABA) Intel Xeon E3-1505M v5 (2.80 GHz) 8 GB Memory 256 GB Z Turbo Drive PCIe SSD NVIDIA Quadro M1000M 15.6"" Windows 10 Pro 64-Bit with Downgrade Windows 7 64-Bit",Model #: Studio G3 (T6E84UT#ABA),"$2,209.99"
"HP Ultrabook EliteBook 1040 G3 (V1P93UT#ABA) Intel Core i5 6th Gen 6300U (2.40 GHz) 16 GB Memory 256 GB SSD Intel HD Graphics 520 15.6"" Touchscreen Windows 10 Pro 64-Bit",Model #: 1040 G3 (V1P93UT#ABA),"$1,791.37"
"HP ZBook 15 G3 15.6"" (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Xeon E3-1505M v5 Quad-core (4 Core) 2.80 GHz",Model #: 15 G3,"$2,199.00"
"Lenovo ThinkPad P50 20EN0015US 15.6"" (In-plane Switching (IPS) Technology) Notebook - Intel Core i7 (6th Gen) i7-6700HQ",Model #: 20EN0015US,"$2,148.99"
"HP ProBook 470 G5 17.3"" LCD Notebook - Intel Core i7 (8th Gen) i7-8550U Quad-core (4 Core) 1.80 GHz - 8 GB DDR4 SDRAM - 1 TB HDD - Windows 10 Pro (English) - 1600 x 900 - In-plane Switching (IPS)",Model #: 2TT75UT#ABA,$949.00
"HP Laptop EliteBook 840 G4 Intel Core i5 7th Gen 7300U (2.60 GHz) 8 GB Memory 500 GB HDD Intel HD Graphics 620 14.0"" Windows 10 Pro 64-Bit",Model #: 840 G4,"$1,092.08"
"HP Laptop ProBook 640 G4 (3XJ66UT#ABA) Intel Core i5 8th Gen 8350U (1.70 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-Bit",Model #: 640 G4 (3XJ66UT#ABA),"$1,263.99"
"Acer TravelMate Spin B1 B118-RN TMB118-RN-C6F3 11.6"" Touchscreen LCD 2 in 1 Notebook - Intel Celeron N3450 Quad-core (4 Core) 1.10 GHz - 4 GB DDR3L SDRAM - 128 GB SSD - Windows 10 Pro 64-bit",Model #: TMB118-RN-C6F3 - STF,$399.99
"HP Laptop EliteBook x360 1030 G3 Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB SSD 13.3""",Model #: x360 1030 G3,"$1,744.99"
"HP Laptop EliteBook 850 G5 (3RS07UT#ABA) Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB PCIe NVMe SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-Bit",Model #: 850 G5 (3RS07UT#ABA),"$1,383.62"
Lenovo NB 20L90042US 15.6 ThinkPad T580 Ci5-8350U 4G 500G 1920x1080 W10P,Model #: 20L90042US,"$1,223.53"
"HP ProBook 450 G3 15.6"" LCD Notebook - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz - 4 GB DDR4 SDRAM - 500 GB HDD - Windows 7 Professional 64-bit upgradable to Windows 10 Pro - 1",Model #: 2WM45UT#ABA,$701.99
"Dell Latitude 7000 7380 13.3"" LCD Notebook - Intel Core i5 (7th Gen) i5-7300U Dual-core (2 Core) 2.60 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit (English/French/Spanish) - 1920 x",Model #: CCG25,"$1,503.47"
"Lenovo ThinkPad P52 20M9000YUS 15.6"" LCD Mobile Workstation - Intel Core i7 (8th Gen) i7-8850H Hexa-core (6 Core) 2.60 GHz - 16 GB - 1 TB SSD - Windows 10 Pro 64-bit (English) - 1920 x 1080 - NVI",Model #: 20M9000YUS,"$2,437.99"
"HP Laptop EliteBook 850 G5 (3RS09UT#ABA) Intel Core i7 8th Gen 8650U (1.90 GHz) 8 GB Memory 256 GB M.2 SATA SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-Bit",Model #: 850 G5 (3RS09UT#ABA),"$1,528.68"
