"","title","model","price"
"35","HP Chromebook x360 11-ae020nr Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB LPDDR4 Memory 32 GB eMMC 11.6"" Touchscreen 1366 x 768 Intel HD Graphics 500 Chrome OS","11-ae020nr","$340.14"
"36","Dell - DP1T3 - Dell Chromebook 3189 11.6 Touchscreen LCD 2 in 1 Chromebook - Intel Celeron N3060 Dual-core (2 Core) 1.60","3189 (DP1T3)","$369.99"
"37","DELL Chromebook 11 5190 640V4 Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB LPDDR4 Memory 16 GB eMMC SSD 11.6"" Chrome OS","640V4","$280.00"
"38","HP Chromebook x360 11 G1 EE Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB Memory 32GB eMMC SSD 11.6"" Touchscreen","Chromebook x360 11 G1 EE","$308.35"
"39","DELL 3180 (D44PV) Chromebook Intel Celeron N3060 (1.60 GHz) 2 GB Memory 16 GB eMMC 11.6"" Chrome OS","3180 (D44PV)","$207.93"
"40","Acer CP5-471-C0EX Chromebook Intel Celeron 3855U (1.60 GHz) 4 GB LPDDR3 Memory 16 GB eMMC 14.0"" Chrome OS","CP5-471-C0EX","$211.63"
"41","HP Chromebook 14 G5 3NU63UT#ABA Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB LPDDR4 Memory 16 GB eMMC Intel HD Graphics 500 14"" 1366 x 768 Chrome OS","3NU63UT#ABA","$251.99"
"42","Acer 11 N7 (C731-C8VE) Chromebook Intel Celeron N3060 (1.60 GHz) 4 GB LPDDR3 Memory 16 GB Flash SSD 11.6"" Chrome OS","11 N7 (C731-C8VE)","$255.46"
"43","DELL 3180 (RH02N) Chromebook Intel Celeron N3060 (1.60 GHz) 4 GB Memory 32 GB eMMC 11.6"" Chrome OS","3180 (RH02N)","$269.99"
"44","11.6"" Celeron N3350 4GB 32GB","TDFVJ","$309.99"
"45","Acer NX.G55AA.010 Book R 11 C738T-C7Kd - Flip Design - Celeron N3060 / 1.6 Ghz - Chrome Os - 4 Gb Ram - 32 Gb Emmc - 11.6 Inch Ips Touchscreen 1366 X 768 (Hd) - Hd Graphics 400 - Wi-Fi, Bluetooth - B","NX.G55AA.010","$304.44"
"46","HP Chromebook x360 11-ae010nr Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB LPDDR4 Memory 16 GB eMMC 11.6"" Touchscreen Chrome OS","11-ae010nr","$313.80"
"47","HP 14-ca040nr Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB LPDDR4 Memory 32 GB eMMC SSD 14.0"" Chrome OS","14-ca040nr","$305.36"
"48","11.6"" Celeron N3350 4GB 16GB","W0KX6","$329.28"
"49","HP 14-ca020nr Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB LPDDR4 Memory 16 GB eMMC Intel HD Graphics 500 14"" 1366 x 768 Chrome OS","14-ca020nr","$253.00"
"50","HP 14-ca060nr Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB LPDDR4 Memory 32 GB eMMC Intel HD Graphics 500 14"" Touchscreen 1366 x 768 Chrome OS","","$308.72"
"51","HP ChromeBook 11 G5 EE 1FX83UT-ABA Chromebook 11 G5","","$283.99"
"52","Refurbished: Acer CB3-532-C47C Chromebook Intel Celeron N3060 (1.60 GHz) 2 GB Memory 16 GB Flash 15.6""  Chrome OS (Manufacturer Recertified)","CB3-532-C47C","$130.00"
"53","Refurbished: SAMSUNG XE500C21-AZ2US Chromebook 12.1"" Chrome OS C-Grade","XE500C21-AZ2US-C","$89.99"
"54","Refurbished: ASUS C200MA-DS01/C Grade C Chromebook Intel Celeron N2830 (2.16 GHz) 2 GB Memory 16 GB eMMC 11.6"" Chrome OS","C200MA-DS01/C","$90.70"
"55","Refurbished: HP F7W49UA-A Chromebook Intel Celeron 2955U (1.40 GHz) 4 GB Memory 16 GB SSD 14.0"" Chrome OS","F7W49UA-A","$109.99"
"56","Refurbished: Lenovo ThinkPad X131E Grade B Chromebook Intel Celeron 1007U (1.5 GHz) 4 GB Memory 16 GB SSD 11.6"" Chrome OS","X131E","$109.99"
"57","Refurbished: Acer CB3-431-C3WS Chromebook Intel Celeron N3160 (1.60 GHz) 4 GB Memory 32 GB Flash 14.0"" Chrome OS","CB3-431-C3WS","$174.53"
"58","Refurbished: SAMSUNG XE500C21-AZ2US-B B Grade Chromebook Intel Atom N570 (1.66 GHz) 2 GB Memory 16 GB SSD 12.1"" Chrome OS","XE500C21-AZ2US-B","$84.75"
"59","Refurbished: Acer CP5-471-581N Chromebook Intel Core i5 6th Gen 6200U (2.30 GHz) 8 GB LPDDR3 Memory 32 GB Flash 14.0"" Chrome OS (Manufacturer Recertified)","CP5-471-581N","$449.99"
"60","Refurbished: Acer CB515-1HT-P39B Chromebook Intel Pentium 1.10 GHz 4 GB Memory 32 GB Flash SSD 15.6"" Touchscreen Chrome OS","CB515-1HT-P39B","$274.99"
"61","Refurbished: HP F7W49UA-B Chromebook Intel Celeron 2955U (1.40 GHz) 4 GB Memory 16 GB SSD 14.0"" Chrome OS","F7W49UA-B","$112.73"
"62","Refurbished: Acer Chromebook 15 CB3-532-C4ZZ Chromebook Intel Celeron N3060 (1.60 GHz) 4 GB LPDDR3 Memory 32 GB Internal Storage SSD 15.6"" Chrome OS","CB3-532-C4ZZ","$188.99"
"63","Refurbished: HP 11-1101 Chromebook Samsung Exynos 5250 (1.70 GHz) 2 GB Memory 16 GB Flash 11.6"" Chrome OS","11-1101","$99.99"
"64","Refurbished: Acer CB3-532-C3F7-US Chromebook Intel Celeron N3060 (1.60 GHz) 2 GB LPDDR3 Memory 16 GB Flash SSD 15.6"" Chrome OS","CB3-532-C3F7-US","$156.71"
"65","Refurbished: Acer Spin 11 NX.GNJAA.002 Chromebook Intel Celeron 1.10 GHz 4 GB Memory 32 GB Flash SSD 11.6"" Chrome OS (Manufacturer Recertified)","NX.GNJAA.002","$291.80"
"66","Refurbished: HP x360 11-ae010nr Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB Memory 16 GB SSD 11.6"" Touchscreen Chrome OS","x360 11-ae010nr","$172.24"
"67","Refurbished: Acer NX.MPRAA.013.NW Chromebook NVIDIA Tegra K1 2.10 GHz 2 GB Memory 16 GB Flash 13.3"" Chrome OS (New Open Box)","NX.MPRAA.013.NW","$153.99"
"68","Refurbished: Acer R751T-C4XP Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB Memory 32 GB eMMC SSD 11.6"" Touchscreen Chrome OS","R751T-C4XP","$266.99"
"69","Refurbished: Acer C731-C8VE Chromebook Intel Celeron N3060 (1.60 GHz) 4 GB Memory 16 GB Flash SSD 11.6"" Chrome OS","C731-C8VE","$159.69"
"70","Refurbished: HP 11-V010NR Chromebook Intel Celeron N3060 (1.60 GHz) 4 GB Memory 16 GB Flash 11.6"" Chrome OS (Certified Refurbished, Grade A)","11-V010NR","$149.94"
"71","Refurbished: Acer Chromebook 11 CB3-132-C9M7 Chromebook Intel Celeron N3060 (1.60 GHz) 2 GB Memory 16 GB Flash SSD 11.6"" Chrome OS","CB3-132-C9M7","$169.99"
"72","Refurbished: Acer NX.G85AA.001.NW Chromebook Intel Celeron 2.16 GHz 2 GB Memory 16 GB Flash 11.6"" Chrome OS (New Open Box)","NX.G85AA.001.NW","$173.99"
"73","Refurbished: Acer Chromebook 11 C732-C6WU Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB LPDDR4 Memory 32 GB Flash SSD 11.6""  Chrome OS","C732-C6WU","$274.99"
"74","Refurbished: Acer Chromebook Spin 11 CP311-1HN-C2DV Chromebook Intel Celeron N3350 (1.1 GHz) 4 GB LPDDR4 Memory 32 GB Flash SSD 11.6"" Touchscreen Chrome OS","CP311-1HN-C2DV","$339.99"
"75","Refurbished: Acer 11.6"" Intel Core Celeron 1.1GHz 4GB Ram 32GB Flash ChromeOS|CP511-1HN-C7Q1","CP511-1HN-C7Q1","$274.99"
"76","Refurbished: Acer 11.6"" Intel Core Celeron 1.60 GHz 4 GB Ram 32 GB Flash Chrome OS|C771-C4TM","C771-C4TM","$219.99"
"77","Refurbished: Acer Chromebook 11.6"" Intel Celeron N3060 1.60 GHz 4GB Ram 32GB Flash Chrome OS","C731T-C0X8","$225.39"
"78","Refurbished: Acer 11.6"" Intel Core Celeron 1.60 GHz 4 GB Ram 32GB Flash Chrome OS|C738T-C7KD","C738T-C7KD","$255.33"
"79","Refurbished: Acer NX.G85AA.006.NW Chromebook Intel Celeron 2.16 GHz 2 GB Memory 16 GB SSD 11.6"" Chrome OS (New Open Box)","NX.G85AA.006.NW","$173.99"
"80","Refurbished: Acer Chromebook Intel Celeron N3060 (1.60 GHz) 4 GB Memory 32 GB SSD 11.6"" Touchscreen Chrome OS (Manufacturer Recertified)","","$176.17"
"81","Open Box: ASUS C100 C100PA-DB02 Chromebook Rockchip RK3288-C (1.80 GHz) 4 GB Memory 16 GB eMMC 10.1"" Touchscreen Chrome OS","C100PA-DB02","$207.99"
"82","Open Box: HP F7W49UA-B Chromebook Intel Celeron 2955U (1.40 GHz) 4 GB Memory 16 GB SSD 14.0"" Chrome OS","F7W49UA-B","$84.99"
"83","Open Box: HP F7W49UA-A Chromebook Intel Celeron 2955U (1.40 GHz) 4 GB Memory 16 GB SSD 14.0"" Chrome OS","F7W49UA-A","$74.99"
"84","Open Box: Acer CB3-532-C47C Chromebook Intel Celeron N3060 (1.60 GHz) 2 GB Memory 16 GB Flash 15.6""  Chrome OS (Manufacturer Recertified)","CB3-532-C47C","$110.99"
"85","Open Box: Samsung XE303C12-A01US Samsung Exynos 5250 1.7 GHz 2 GB 16 GB SSD 11.6"", Silver, Grade C","XE303C12-A01US","$74.00"
"86","Open Box: SAMSUNG XE500C21-AZ2FR Chromebook Intel Atom N570 (1.66 GHz) 2 GB Memory 16 GB SSD 12.1"" Chrome OS","XE500C21-AZ2FR","$101.99"
"87","HP Chromebook 13 G1 13.3"" (BrightView, In-plane Switching (IPS) Technology) Chromebook - Intel Core M (6th Gen) m7-6Y75 Chrome OS","W0T02UT#ABA","$1,042.80"
"88","Refurbished: Acer CB3-431-C5FM Chromebook Intel Celeron N3160 (1.60 GHz) 4 GB LPDDR3 Memory 32 GB Flash 14.0"" Chrome OS (Manufacturer Recertified)","CB3-431-C5FM","$176.97"
"89","Refurbished: Lenovo X131E C Grade Chromebook Intel Celeron 1007U (1.5 GHz) 4 GB Memory 16 GB SSD 11.6"" Chrome OS","X131E","$61.64"
"90","Refurbished: Lenovo X131E B Grade Chromebook Intel Celeron 1007U (1.5 GHz) 4 GB Memory 16 GB SSD 11.6"" Chrome OS","X131E","$76.18"
"91","Refurbished: Acer C720P-2625 Chromebook Intel Celeron 2955U (1.40 GHz) 4 GB Memory 16 GB SSD 11.6"" Touchscreen Chrome OS","C720P-2625","$154.99"
