"","title","model","price"
"20","HP EliteBook 850 G3 (V1H16UT#ABA) 15.6"" Laptop Intel Core i5 6200U (2.30 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 520 Windows 7 Professional 64-Bit (Windows 10 Pro downgrade)","850 G3 (V1H16UT#ABA)","$1,011.99"
"21","Dell - 8HRPD - Dell Latitude 12 7000 E7250 12.5 LCD Ultrabook - Intel Core i7 (7th Gen) i7-7600U Dual-core (2 Core) 2.80","8HRPD","$1,597.37"
"22","HP Laptop EliteBook 840 G4 (1GE41UT#ABA) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 14.0"" Touchscreen Windows 10 Pro 64-Bit","840 G4 (1GE41UT#ABA)","$1,699.99"
"23","HP Laptop EliteBook 820 G3 (V1H03UT#ABA) Intel Core i7 6th Gen 6600U (2.60 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 12.5"" Windows 7 Professional 64-Bit / Windows 10 Pro Downgrade","820 G3 (V1H03UT#ABA)","$1,812.99"
"24","HP Laptop EliteBook 820 G4 (1FX34UT#ABA) Intel Core i5 7th Gen 7200U (2.50 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 620 12.5"" Windows 10 Pro 64-Bit","820 G4 (1FX34UT#ABA)","$989.99"
"25","DELL 15"" I7 72820H 8GB 256GB","s007l558015us","$1,600.82"
"26","HP EliteBook 840 G3 (V1H25UT#ABA) Laptop Intel Core i7 6600U (2.60 GHz) 8 GB Memory 512 GB SSD Intel HD Graphics 520 14"" QHD UWVA 2560 x 1440 Windows 7 Professional 64-Bit (Windows 10 Pro downgrade)","840 G3 (V1H25UT#ABA)","$1,880.99"
"27","Lenovo 20K6000RUS Thinkpad X270 20K6 - Core I7 6500U / 2.5 Ghz - Win 7 Pro 64-Bit (Includes Win 10 Pro 64-Bit License) - 8 Gb Ram - 512 Gb Ssd Tcg Opal Encryption 2, Nvm Express (Nvme) - 12.5 Inch Ip","20K6000RUS","$1,766.80"
"28","LATITUDE 5280 12IN I5-7300U","2P9Y8","$1,003.48"
"29","Lenovo 20JY0004US Thinkpad P51S 20Jy - Core I7 6500U / 2.5 Ghz - Win 7 Pro 64-Bit (Includes Win 10 Pro 64-Bit License) - 16 Gb Ram - 512 Gb Ssd Tcg Opal Encryption 2, Nvme - 15.6 Inch Ips 1920 X 1080","","$1,412.31"
"30","HP Laptop EliteBook 1040 G3 (V1P90UT#ABA) Intel Core i5 6th Gen 6200U (2.30 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 7 Professional 64-Bit (Windows 10 Pro downgrade)","1040 G3 (V1P90UT#ABA)","$1,388.99"
"31","DELL Laptop Latitude 5580 (X1W6W) Intel Core i7 7th Gen 7820HQ (2.90 GHz) 16 GB Memory 256 GB SSD NVIDIA GeForce 940MX 15.6"" Windows 10 Pro 64-Bit","5580 (X1W6W)","$1,657.79"
"32","HP Laptop 250 G6 (1NW56UT#ABA) Intel Core i5 7th Gen 7200U (2.50 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-Bit","250 G6 (1NW56UT#ABA)","$530.74"
"33","HP Laptop ProBook 650 G3 (1BS00UT#ABA) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-Bit","650 G3 (1BS00UT#ABA)","$869.99"
"34","DELL 14"" I5 7300U 4GB 128GB","CT1FM","$1,114.12"
"35","DELL 14"" I5 7200U 4GB 128GB","CDH2J","$1,030.98"
"36","HP Laptop ProBook 640 G2 (V1H09UT#ABA) Intel Core i5 6th Gen 6200U (2.30 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 7 Professional 64-Bit / Windows 10 Pro Downgrade","640 G2 (V1H09UT#ABA)","$1,042.99"
"37","HP SMART BUY ELITEBOOK 850 G4","1BS54UT#ABA","$1,709.99"
"38","LATITUDE 5280 12IN I5-7300U","2P9Y8","$1,003.48"
"39","Lenovo 20JY0004US Thinkpad P51S 20Jy - Core I7 6500U / 2.5 Ghz - Win 7 Pro 64-Bit (Includes Win 10 Pro 64-Bit License) - 16 Gb Ram - 512 Gb Ssd Tcg Opal Encryption 2, Nvme - 15.6 Inch Ips 1920 X 1080","","$1,412.31"
"40","HP Laptop EliteBook 1040 G3 (V2W23UT#ABA) Intel Core i7 6th Gen 6600U (2.60 GHz) 16 GB Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Pro 64-Bit","1040 G3 (V2W23UT#ABA)","$1,969.00"
"41","HP Laptop ProBook 650 G3 (1BS16UT#ABA) Intel Core i5 7th Gen 7200U (2.50 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-Bit","650 G3 (1BS16UT#ABA)","$808.99"
"42","DELL Laptop Latitude 5480 (4C99R) Intel Core i5 7th Gen 7300U (2.60 GHz) 8 GB Memory 256 GB HDD 256 GB SSD Intel HD Graphics 620 14.0"" Windows 10 Pro 64-Bit","5480 (4C99R)","$1,124.83"
"43","HP Laptop EliteBook 840 G4 (1GE43UT#ABA) Intel Core i5 7th Gen 7300U (2.60 GHz) 16 GB Memory 512 GB SSD Intel HD Graphics 620 14.0"" Windows 10 Pro 64-Bit","840 G4 (1GE43UT#ABA)","$1,664.00"
"44","HP EliteBook 850 G3 (V1H16UT#ABA) 15.6"" Laptop Intel Core i5 6200U (2.30 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 520 Windows 7 Professional 64-Bit (Windows 10 Pro downgrade)","850 G3 (V1H16UT#ABA)","$1,011.99"
"45","HP Laptop EliteBook 1040 G3 (V2W21UT#ABA) Intel Core i7 6th Gen 6600U (2.60 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 14.0” Windows 7 Professional 64-Bit (downgrade from Windows 10 Pro)","1040 G3 (V2W21UT#ABA)","$1,617.99"
"46","Dell Latitude 5000 5480 14"" LCD Notebook - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 7 Professional 64-bit (English/French/Spanish) upg","MJ0VH","$1,104.59"
"47","HP Laptop EliteBook 820 G4 (1FX34UT#ABA) Intel Core i5 7th Gen 7200U (2.50 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 620 12.5"" Windows 10 Pro 64-Bit","820 G4 (1FX34UT#ABA)","$989.99"
"48","HP Laptop EliteBook 840 G4 (1GE41UT#ABA) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 14.0"" Touchscreen Windows 10 Pro 64-Bit","840 G4 (1GE41UT#ABA)","$1,699.99"
"49","Dell - 8HRPD - Dell Latitude 12 7000 E7250 12.5 LCD Ultrabook - Intel Core i7 (7th Gen) i7-7600U Dual-core (2 Core) 2.80","8HRPD","$1,597.37"
"50","HP Laptop EliteBook 820 G3 (V1H03UT#ABA) Intel Core i7 6th Gen 6600U (2.60 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 12.5"" Windows 7 Professional 64-Bit / Windows 10 Pro Downgrade","820 G3 (V1H03UT#ABA)","$1,812.99"
"51","HP Laptop EliteBook 820 G3 (V1H00UT#ABA) Intel Core i5 6th Gen 6200U (2.30 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 12.5"" Windows 7 Professional 64-Bit (Downgrade From Windows 10 Pro)","820 G3 (V1H00UT#ABA)","$1,347.26"
"52","DELL Laptop XPS 13 FJ7FF Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB PCIe SSD Intel UHD Graphics 620 13.3"" Touchscreen Windows 10 Pro 64-Bit","FJ7FF","$2,008.99"
"53","HP Laptop ProBook 650 G2 (W2A17UT#ABA) Intel Core i5 6th Gen 6200U (2.30 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 15.6"" Windows 7 Professional 64-Bit / Windows 10 Pro Downgrade","650 G2 (W2A17UT#ABA)","$1,042.99"
"54","DELL 14"" I5 7200U 8GB 500GB","s043l548014us","$827.81"
"55","Dell Latitude 5000 5480 14"" LCD Notebook - Intel Core i5 (7th Gen) i5-7440HQ Quad-core (4 Core) 2.80 GHz - 8 GB DDR4 SDRAM - 500 GB HDD - Windows 10 Pro 64-bit (English/French/Spanish) - 1920 x 1","MRVX8","$1,309.55"
"56","DELL Laptop Latitude 7480 (4HCNK) Intel Core i5 7th Gen 7300U (2.60 GHz) 8 GB Memory 256 GB HDD 256 GB SSD Intel HD Graphics 620 14.0"" Touchscreen Windows 10 Pro 64-Bit","7480 (4HCNK)","$1,483.81"
"57","HP EliteBook 840 G3 (V1H25UT#ABA) Laptop Intel Core i7 6600U (2.60 GHz) 8 GB Memory 512 GB SSD Intel HD Graphics 520 14"" QHD UWVA 2560 x 1440 Windows 7 Professional 64-Bit (Windows 10 Pro downgrade)","840 G3 (V1H25UT#ABA)","$1,880.99"
"58","Lenovo 20K6000RUS Thinkpad X270 20K6 - Core I7 6500U / 2.5 Ghz - Win 7 Pro 64-Bit (Includes Win 10 Pro 64-Bit License) - 8 Gb Ram - 512 Gb Ssd Tcg Opal Encryption 2, Nvm Express (Nvme) - 12.5 Inch Ip","20K6000RUS","$1,766.80"
"59","HP EliteBook 840 G3 Laptop Intel Core i5 6300U (2.40 GHz) 8 GB Memory 128 GB SSD Intel HD Graphics 520 14"" FHD 1920 x 1080 Windows 7 Professional 64-Bit","840 G3 (T6F45UT#ABA)","$1,199.99"
"60","HP Laptop EliteBook 820 G3 (V1G98UT#ABA) Intel Core i5 6th Gen 6200U (2.30 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 520 12.5"" Windows 7 Professional 64-Bit (Downgrade rights from Windows 10 Pro)","820 G3 (V1G98UT#ABA)","$1,049.99"
"61","HP Laptop EliteBook 820 G3 (V1H02UT#ABA) Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 12.5"" Windows 7 Professional 64-Bit (with Windows 10 Pro License)","820 G3 (V1H02UT#ABA)","$1,549.00"
"62","HP EliteBook 820 G4 - 12.5"" - Core i7 7500U - 16 GB RAM - 256 GB SSD","1FX41UT#ABA","$1,799.99"
"63","HP EliteBook 850 G4 - 15.6"" - Core i7 7500U - 8 GB RAM - 256 GB SSD","1BS52UT#ABA","$1,699.99"
"64","DELL 12.5"" I5 7300U 4GB 128GB","s002l728012us","$998.55"
"65","DELL 15"" I5 7440H 8GB 500GB","s005l558015us","$1,145.67"
"66","HP Laptop EliteBook 840 G4 (1GE39UT#ABA) Intel Core i5 7th Gen 7200U (2.50 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 620 14.0"" Windows 10 Pro 64-Bit","840 G4 (1GE39UT#ABA)","$929.00"
"67","Lenovo Laptop ThinkPad E570 (20H50045US) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-Bit","E570 (20H50045US)","$629.99"
"68","HP Laptop ProBook 430 G5 (3BB80UP#ABA) Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 128 GB SSD Intel UHD Graphics 620 13.3"" Windows 10 Pro 64-Bit","430 G5 (3BB80UP#ABA)","$549.99"
"69","Lenovo Laptop V330 (81AX00BWUS) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 500 GB HDD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-Bit","V330 (81AX00BWUS)","$499.99"
"70","GIGABYTE Aero 15X v8-BK4K4P Thin Bezel 15.6"" 4K/UHD  i7-8750H GTX 1070 16 GB Memory 512 GB PCIe SSD Windows 10 Pro 64-Bit Gaming Laptop","Aero 15X v8-BK4K4P","$2,499.00"
"71","Lenovo Laptop V330 (81AX00H6US) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 620 15.6"" Touchscreen Windows 10 Pro 64-Bit","V330 (81AX00H6US)","$499.99"
"72","Lenovo Laptop ThinkPad E580 (20KS003WUS) Intel Core i5 7th Gen 7200U (2.50 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-Bit","E580 (20KS003WUS)","$578.36"
"73","Lenovo ThinkPad P52 20M9000KUS 15.6"" LCD Mobile Workstation - Intel Core i7 (8th Gen) i7-8750H Hexa-core (6 Core) 2.20 GHz - 8 GB - 1 TB HDD - Windows 10 Pro 64-bit (English) - 1920 x 1080 - NVID","20M9000KUS","$1,621.99"
"74","HP Laptop ProBook 470 G5 (2UA28UT#ABA) Intel Core i7 8th Gen 8550U (1.80 GHz) 16 GB Memory 256 GB SSD NVIDIA GeForce 930MX 17.3"" Windows 10 Pro 64-Bit","470 G5 (2UA28UT#ABA)","$999.99"
"75","Lenovo Laptop ThinkPad E480 (20KN003XUS) Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-Bit","E480 (20KN003XUS)","$789.99"
"76","ASUS ZenBook S UX391UA-XB74T Ultra-thin and light 13.3-inch UHD 4K Touch Laptop, Intel Core i7-8550U, 16 GB 2133 MHz RAM ,512 GB PCIE G3X4 SSD, Windows 10 Pro, FP Sensor, Thunderbolt Ultrabook","UX391UA-XB74T","$1,495.91"
"77","Lenovo Laptop V330 (81AX00GGUS) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-Bit","V330 (81AX00GGUS)","$529.99"
"78","Lenovo Laptop ThinkPad T480 (20L5004HUS) Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 500 GB HDD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-Bit","T480 (20L5004HUS)","$881.38"
"79","Lenovo Laptop ThinkPad P52 Intel Xeon E-2176M (2.70 GHz) 16 GB Memory 512 GB SSD NVIDIA Quadro P2000 15.6"" Windows 10 Pro 64-bit","ThinkPad P52","$2,356.99"
"80","Lenovo Laptop ThinkPad E580 (20KS003NUS) Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB PCIe SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-Bit","E580 (20KS003NUS)","$989.00"
"81","HP Laptop ProBook 450 G5 (2TA31UT#ABA) Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB PCIe NVMe SSD NVIDIA GeForce 930MX 15.6"" Windows 10 Pro 64-Bit","450 G5 (2TA31UT#ABA)","$929.00"
"82","ASUSPRO P5440UF-XB74 Thin and Light Business Laptop, 14"" Wideview FHD Display, 8th Gen Intel Core i7-8550U 1.8 GHz Processor, 512 GB SSD, 16 GB RAM, NVIDIA GeForce MX130, Windows 10 Pro, Fingerprint","P5440UF-XB74","$1,287.04"
"83","MSI Laptop PS42 8RB-059 Intel Core i7 8th Gen 8550U (1.80 GHz) 16 GB Memory 512 GB M.2 SATA SSD NVIDIA GeForce MX150 14.0"" Windows 10 Pro 64-Bit","PS42 8RB-059","$1,299.00"
"84","HP Laptop ProBook 440 G5 (2SU16UT#ABA) Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB PCIe NVMe SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-Bit","440 G5 (2SU16UT#ABA)","$899.99"
"85","Lenovo Laptop ThinkPad 11e (20LQS00000) Intel Celeron N4100 (1.10 GHz) 4 GB Memory 128 GB SSD Intel UHD Graphics 600 11.6"" Windows 10 Pro 64-Bit","11e (20LQS00000)","$395.14"
"86","Lenovo 20KS003LUS Thinkpad E580 20Ks - Core I7 8550U / 1.8 Ghz - Win 10 Pro 64-Bit - 8 Gb Ram - 500 Gb Hdd - 15.6 Inch Ips 1920 X 1080 (Full Hd) - Uhd Graphics 620 - Wi-Fi, Bluetooth - Black","20KS003LUS","$845.39"
"87","HP Laptop ProBook 645 G4 (4LB42UT#ABA) AMD Ryzen 7 2700U (2.20 GHz) 8 GB Memory 256 GB PCIe NVMe SSD AMD Radeon RX Vega 10 14.0"" Windows 10 Pro 64-Bit","645 G4 (4LB42UT#ABA)","$1,049.00"
"88","HP Laptop 250 G6 (1NW57UT#ABA) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-Bit","250 G6 (1NW57UT#ABA)","$686.01"
"89","DELL Laptop Latitude 7490 (JHDTM) Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 14.1"" Windows 10 Pro 64-bit English, French, Spanish","7490 (JHDTM)","$1,270.54"
"90","HP Laptop EliteBook 1040 G4 Intel Core i5 7th Gen 7300U (2.60 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 14.0"" Touchscreen Windows 10 Pro 64-Bit","1040 G4","$1,671.22"
"91","HP Laptop ProBook 450 G5 (2TA30UT#ABA) Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB PCIe NVMe SSD Intel UHD Graphics 620 15.6"" Touchscreen Windows 10 Pro 64-Bit","2TA30UT#ABA","$849.01"
"92","Acer Laptop TravelMate TMP446-M-77QP Intel Core i7 5th Gen 5500U (2.40 GHz) 8 GB Memory 500 GB HDD Intel HD Graphics 5500 14"" 1366 x 768 Windows 7 Professional 64-Bit (Downgrade From Windows 10 Pro)","TMP446-M-77QP","$524.61"
"93","HP Laptop EliteBook 840 G5 (3WD98UT#ABA) Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB PCIe NVMe SSD Intel UHD Graphics 620 14.0"" 4K/UHD Windows 10 Pro 64-Bit","840 G5 (3WD98UT#ABA)","$1,345.41"
"94","HP Laptop ProBook 430 G5 (2SF29UT#ABA) Intel Core i5 8th Gen 8250U (1.60 GHz) 4 GB Memory 500 GB HDD Intel UHD Graphics 620 13.3"" Windows 10 Pro 64-Bit","430 G5 (2SF29UT#ABA)","$739.00"
"95","HP EliteBook 735 G5 13.3"" Touchscreen LCD Notebook - AMD Ryzen 7 2700U Quad-core (4 Core) 2.20 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro (English) - 1920 x 1080 - In-plane Switching (IP","4HZ58UT#ABA","$1,356.99"
"96","ThinkPad Laptop P Series P70 (20ER002KUS) Intel Core i7 6th Gen 6700HQ (2.60 GHz) 16 GB DDR4 Memory 500 GB HDD NVIDIA Quadro M600M 17.3"" Windows 7 Professional 64-Bit / Windows 10 Pro Downgrade","P70 (20ER002KUS)","$2,073.99"
"97","HP Laptop ZBook Studio X360 G5 Intel Core i5 8300H (2.30 GHz) 8 GB Memory 256 GB SSD 15.6"" Windows 10 Pro","Studio X360 G5","$1,791.99"
"98","HP Laptop ZBook Studio G3 (T6E84UT#ABA) Intel Xeon E3-1505M v5 (2.80 GHz) 8 GB Memory 256 GB Z Turbo Drive PCIe SSD NVIDIA Quadro M1000M 15.6"" Windows 10 Pro 64-Bit with Downgrade Windows 7 64-Bit","Studio G3 (T6E84UT#ABA)","$2,209.99"
"99","HP Ultrabook EliteBook 1040 G3 (V1P93UT#ABA) Intel Core i5 6th Gen 6300U (2.40 GHz) 16 GB Memory 256 GB SSD Intel HD Graphics 520 15.6"" Touchscreen Windows 10 Pro 64-Bit","1040 G3 (V1P93UT#ABA)","$1,791.37"
"100","HP ZBook 15 G3 15.6"" (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Xeon E3-1505M v5 Quad-core (4 Core) 2.80 GHz","15 G3","$2,199.00"
"101","Lenovo ThinkPad P50 20EN0015US 15.6"" (In-plane Switching (IPS) Technology) Notebook - Intel Core i7 (6th Gen) i7-6700HQ","20EN0015US","$2,148.99"
"102","HP ProBook 470 G5 17.3"" LCD Notebook - Intel Core i7 (8th Gen) i7-8550U Quad-core (4 Core) 1.80 GHz - 8 GB DDR4 SDRAM - 1 TB HDD - Windows 10 Pro (English) - 1600 x 900 - In-plane Switching (IPS)","2TT75UT#ABA","$949.00"
"103","HP Laptop EliteBook 840 G4 Intel Core i5 7th Gen 7300U (2.60 GHz) 8 GB Memory 500 GB HDD Intel HD Graphics 620 14.0"" Windows 10 Pro 64-Bit","840 G4","$1,092.08"
"104","HP Laptop ProBook 640 G4 (3XJ66UT#ABA) Intel Core i5 8th Gen 8350U (1.70 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-Bit","640 G4 (3XJ66UT#ABA)","$1,263.99"
"105","Acer TravelMate Spin B1 B118-RN TMB118-RN-C6F3 11.6"" Touchscreen LCD 2 in 1 Notebook - Intel Celeron N3450 Quad-core (4 Core) 1.10 GHz - 4 GB DDR3L SDRAM - 128 GB SSD - Windows 10 Pro 64-bit","TMB118-RN-C6F3 - STF","$399.99"
"106","HP Laptop EliteBook x360 1030 G3 Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB SSD 13.3""","x360 1030 G3","$1,744.99"
"107","HP Laptop EliteBook 850 G5 (3RS07UT#ABA) Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB PCIe NVMe SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-Bit","850 G5 (3RS07UT#ABA)","$1,383.62"
"108","Lenovo NB 20L90042US 15.6 ThinkPad T580 Ci5-8350U 4G 500G 1920x1080 W10P","20L90042US","$1,223.53"
"109","HP ProBook 450 G3 15.6"" LCD Notebook - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz - 4 GB DDR4 SDRAM - 500 GB HDD - Windows 7 Professional 64-bit upgradable to Windows 10 Pro - 1","2WM45UT#ABA","$701.99"
"110","Dell Latitude 7000 7380 13.3"" LCD Notebook - Intel Core i5 (7th Gen) i5-7300U Dual-core (2 Core) 2.60 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit (English/French/Spanish) - 1920 x","CCG25","$1,503.47"
"111","Lenovo ThinkPad P52 20M9000YUS 15.6"" LCD Mobile Workstation - Intel Core i7 (8th Gen) i7-8850H Hexa-core (6 Core) 2.60 GHz - 16 GB - 1 TB SSD - Windows 10 Pro 64-bit (English) - 1920 x 1080 - NVI","20M9000YUS","$2,437.99"
"112","HP Laptop EliteBook 850 G5 (3RS09UT#ABA) Intel Core i7 8th Gen 8650U (1.90 GHz) 8 GB Memory 256 GB M.2 SATA SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-Bit","850 G5 (3RS09UT#ABA)","$1,528.68"
"113","HP Elite x2 1013 G3 13"" Touchscreen Laptop i5-8250U 8GB 256GB SSD Windows 10 Pro","1013 G3(4RH02UT#ABA)","$1,507.99"
"114","Lenovo TOPSELLER TP P52 I7-8850H 2.6G","20M9000LUS","$2,560.42"
"115","HP Laptop EliteBook 840 G5 (3RF12UT#ABA) Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-Bit","840 G5 (3RF12UT#ABA)","$1,398.47"
"116","Acer TravelMate P6 TMP658-M-59SY-US Ultrabook Intel Core i5 6200U (2.30 GHz) 8 GB Memory 256 GB SSD 15.6"" 1366 x 768 Intel HD Graphics 520 Windows 7 Professional 64-Bit (Downgrade from Windows 10 Pro)","","$954.99"
